Status Account,Months,Credit History,Purpose,Credit Amount,Savings,Employment,Installment Rate,Personal Status,Guarators,Residence,Property,Age,Other Installment,Housing,Credit Cards,Job,Dependents,Phone,Foreign Worker,Credit Rating
1,12,critical account,furniture/equipment,2246,1,5,3,male (single),none,3,life insurance,60,none,own,2,skilled-employee,1,none,yes,Bad
1,12,critical account,radio/television,385,1,4,4,female (divorce),none,3,real estate,58,none,own,4,unskilled - resident,1,"yes, registered under the customers name",yes,Good
2,24,delay in paying off in the past,car (new),1965,5,3,4,female (divorce),none,4,car or other,42,none,rent,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,21,existing credits paid back duly till now,business,1572,4,5,4,female (divorce),none,4,real estate,36,bank,own,1,unskilled - resident,1,none,yes,Good
2,24,existing credits paid back duly till now,car (new),2718,1,3,3,female (divorce),none,4,life insurance,20,none,rent,1,unskilled - resident,1,"yes, registered under the customers name",yes,Bad
1,24,all credits at this bank paid back duly,car (used)0,1358,5,5,4,male (single),none,3,car or other,40,stores,own,1,highly qualified employee,1,"yes, registered under the customers name",yes,Bad
2,6,all credits at this bank paid back duly,car (new),931,2,2,1,female (divorce),none,1,life insurance,32,stores,own,1,unskilled - resident,1,none,yes,Bad
1,24,existing credits paid back duly till now,car (new),1442,1,4,4,female (divorce),none,4,car or other,23,none,rent,2,skilled-employee,1,none,yes,Bad
2,24,no credits taken/ all credits paid back duly,business,4241,1,3,1,male (single),none,4,real estate,36,none,own,3,unskilled - resident,1,"yes, registered under the customers name",yes,Bad
4,18,critical account,car (new),2775,1,4,2,male (single),none,2,life insurance,31,bank,own,2,skilled-employee,1,none,yes,Bad
4,24,delay in paying off in the past,business,3863,1,3,1,male (single),none,2,no property,32,none,for free,1,skilled-employee,1,none,yes,Good
2,7,existing credits paid back duly till now,radio/television,2329,1,2,1,female (divorce),guarator,1,real estate,45,none,own,1,skilled-employee,1,none,yes,Good
2,9,existing credits paid back duly till now,furniture/equipment,918,1,3,4,female (divorce),none,1,life insurance,30,none,own,1,skilled-employee,1,none,yes,Bad
2,24,all credits at this bank paid back duly,education,1837,1,4,4,female (divorce),none,4,no property,34,bank,for free,1,unskilled - resident,1,none,yes,Bad
4,36,existing credits paid back duly till now,furniture/equipment,3349,1,3,4,female (divorce),none,2,car or other,28,none,own,1,highly qualified employee,1,"yes, registered under the customers name",yes,Bad
3,10,existing credits paid back duly till now,furniture/equipment,1275,1,2,4,female (divorce),none,2,life insurance,23,none,own,1,skilled-employee,1,none,yes,Good
1,24,all credits at this bank paid back duly,furniture/equipment,2828,3,3,4,male (single),none,4,real estate,22,stores,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,24,critical account,business,4526,1,3,3,male (single),none,2,real estate,74,none,own,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
2,36,existing credits paid back duly till now,radio/television,2671,2,3,4,female (divorce),co-applicant,4,no property,50,none,for free,1,skilled-employee,1,none,yes,Bad
4,18,existing credits paid back duly till now,radio/television,2051,1,2,4,male (single),none,1,real estate,33,none,own,1,skilled-employee,1,none,yes,Good
4,15,existing credits paid back duly till now,car (used),1300,5,5,4,male (single),none,4,no property,45,bank,for free,1,skilled-employee,2,none,yes,Good
1,12,existing credits paid back duly till now,domestic appliances,741,2,1,4,female (divorce),none,3,life insurance,22,none,own,1,skilled-employee,1,none,yes,Bad
3,10,existing credits paid back duly till now,car (new),1240,2,5,1,female (divorce),none,4,no property,48,none,for free,1,unskilled - resident,2,none,yes,Bad
1,21,existing credits paid back duly till now,radio/television,3357,4,2,4,female (divorce),none,2,car or other,29,bank,own,1,skilled-employee,1,none,yes,Good
1,24,all credits at this bank paid back duly,car (used),3632,1,3,1,female (divorce),guarator,4,car or other,22,bank,rent,1,skilled-employee,1,none,no,Good
4,18,delay in paying off in the past,furniture/equipment,1808,1,4,4,female (divorce),none,1,real estate,22,none,own,1,skilled-employee,1,none,yes,Bad
2,48,no credits taken/ all credits paid back duly,business,12204,5,3,2,male (single),none,2,car or other,48,bank,own,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
2,60,delay in paying off in the past,radio/television,9157,5,3,2,male (single),none,2,no property,27,none,for free,1,highly qualified employee,1,none,yes,Good
1,6,critical account,car (new),3676,1,3,1,male (single),none,3,real estate,37,none,rent,3,skilled-employee,2,none,yes,Good
2,30,existing credits paid back duly till now,furniture/equipment,3441,2,3,2,female (divorce),co-applicant,4,car or other,21,none,rent,1,skilled-employee,1,none,yes,Bad
4,12,existing credits paid back duly till now,car (new),640,1,3,4,male (divorce),none,2,real estate,49,none,own,1,unskilled - resident,1,none,yes,Good
2,21,critical account,business,3652,1,4,2,male (single),none,3,life insurance,27,none,own,2,skilled-employee,1,none,yes,Good
4,18,critical account,car (new),1530,1,3,3,male (single),none,2,life insurance,32,bank,own,2,skilled-employee,1,none,yes,Bad
4,48,existing credits paid back duly till now,business,3914,5,3,4,male (divorce),none,2,real estate,38,bank,own,1,skilled-employee,1,none,yes,Bad
1,12,existing credits paid back duly till now,furniture/equipment,1858,1,2,4,female (divorce),none,1,car or other,22,none,rent,1,skilled-employee,1,none,yes,Good
1,18,existing credits paid back duly till now,radio/television,2600,1,3,4,male (single),none,4,no property,65,none,for free,2,skilled-employee,1,none,yes,Bad
4,15,existing credits paid back duly till now,radio/television,1979,5,5,4,male (single),none,2,car or other,35,none,own,1,skilled-employee,1,none,yes,Good
3,6,existing credits paid back duly till now,furniture/equipment,2116,1,3,2,male (single),none,2,real estate,41,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
2,9,all credits at this bank paid back duly,car (new),1437,2,4,2,male (single),none,3,no property,29,none,own,1,skilled-employee,1,none,yes,Bad
4,42,critical account,furniture/equipment,4042,3,3,4,male (single),none,4,real estate,36,none,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,9,existing credits paid back duly till now,education,3832,5,5,1,male (single),none,4,real estate,64,none,own,1,unskilled - resident,1,none,yes,Good
1,24,existing credits paid back duly till now,radio/television,3660,1,3,2,female (divorce),none,4,car or other,28,none,own,1,skilled-employee,1,none,yes,Good
1,18,all credits at this bank paid back duly,furniture/equipment,1553,1,3,4,male (single),none,3,car or other,44,bank,own,1,skilled-employee,1,none,yes,Bad
2,15,existing credits paid back duly till now,radio/television,1444,5,2,4,male (single),none,1,life insurance,23,none,own,1,skilled-employee,1,none,yes,Good
4,9,existing credits paid back duly till now,furniture/equipment,1980,1,2,2,female (divorce),co-applicant,2,car or other,19,none,rent,2,skilled-employee,1,none,yes,Bad
2,24,existing credits paid back duly till now,car (new),1355,1,2,3,female (divorce),none,4,car or other,25,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,Bad
4,12,existing credits paid back duly till now,education,1393,1,5,4,male (single),none,4,life insurance,47,bank,own,3,skilled-employee,2,"yes, registered under the customers name",yes,Good
4,24,existing credits paid back duly till now,radio/television,1376,3,4,4,female (divorce),none,1,car or other,28,none,own,1,skilled-employee,1,none,yes,Good
4,60,delay in paying off in the past,radio/television,15653,1,4,2,male (single),none,4,car or other,21,none,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,12,existing credits paid back duly till now,radio/television,1493,1,2,4,female (divorce),none,3,car or other,34,none,own,1,skilled-employee,2,none,yes,Good
1,42,delay in paying off in the past,radio/television,4370,1,4,3,male (single),none,2,life insurance,26,bank,own,2,skilled-employee,2,"yes, registered under the customers name",yes,Bad
1,18,existing credits paid back duly till now,education,750,1,1,4,female (divorce),none,1,real estate,27,none,own,1,unskilled - non-resident,1,none,yes,Bad
2,15,existing credits paid back duly till now,repairs,1308,1,5,4,male (single),none,4,car or other,38,none,own,2,unskilled - resident,1,none,yes,Good
4,15,existing credits paid back duly till now,education,4623,2,3,3,male (single),none,2,life insurance,40,none,own,1,highly qualified employee,1,"yes, registered under the customers name",yes,Bad
4,24,critical account,radio/television,1851,1,4,4,male (married),guarator,2,car or other,33,none,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
1,18,critical account,radio/television,1880,1,4,4,male (married),none,1,life insurance,32,none,own,2,highly qualified employee,1,"yes, registered under the customers name",yes,Good
4,36,delay in paying off in the past,business,7980,5,2,4,male (single),none,4,car or other,27,none,rent,2,skilled-employee,1,"yes, registered under the customers name",yes,Bad
1,30,no credits taken/ all credits paid back duly,furniture/equipment,4583,1,3,2,male (divorce),guarator,2,real estate,32,none,own,2,skilled-employee,1,none,yes,Good
4,12,existing credits paid back duly till now,car (new),1386,3,3,2,female (divorce),none,2,life insurance,26,none,own,1,skilled-employee,1,none,yes,Bad
3,24,existing credits paid back duly till now,car (new),947,1,4,4,male (single),none,3,no property,38,bank,for free,1,skilled-employee,2,none,yes,Bad
1,12,existing credits paid back duly till now,education,684,1,3,4,male (single),none,4,car or other,40,none,rent,1,unskilled - resident,2,none,yes,Bad
1,48,existing credits paid back duly till now,education,7476,1,4,4,male (single),none,1,no property,50,none,for free,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
2,12,existing credits paid back duly till now,furniture/equipment,1922,1,3,4,male (single),none,2,life insurance,37,none,own,1,unskilled - resident,1,none,yes,Bad
1,24,existing credits paid back duly till now,car (new),2303,1,5,4,male (single),co-applicant,1,real estate,45,none,own,1,skilled-employee,1,none,yes,Bad
2,36,delay in paying off in the past,car (new),8086,2,5,2,male (single),none,4,car or other,42,none,own,4,highly qualified employee,1,"yes, registered under the customers name",yes,Bad
4,24,critical account,car (used),2346,1,4,4,male (single),none,3,car or other,35,none,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
1,14,existing credits paid back duly till now,car (new),3973,1,1,1,male (single),none,4,no property,22,none,for free,1,skilled-employee,1,none,yes,Good
2,12,existing credits paid back duly till now,car (new),888,1,5,4,male (single),none,4,car or other,41,bank,own,1,unskilled - resident,2,none,yes,Bad
4,48,existing credits paid back duly till now,radio/television,10222,5,4,4,male (single),none,3,car or other,37,stores,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
2,30,no credits taken/ all credits paid back duly,business,4221,1,3,2,female (divorce),none,1,car or other,28,none,own,2,skilled-employee,1,none,yes,Good
2,18,critical account,furniture/equipment,6361,1,5,2,male (single),none,1,no property,41,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
3,12,existing credits paid back duly till now,radio/television,1297,1,3,3,male (married),none,4,real estate,23,none,rent,1,skilled-employee,1,none,yes,Good
1,12,existing credits paid back duly till now,car (new),900,5,3,4,male (married),none,2,car or other,23,none,own,1,skilled-employee,1,none,yes,Bad
4,21,existing credits paid back duly till now,furniture/equipment,2241,1,5,4,male (single),none,2,real estate,50,none,own,2,skilled-employee,1,none,yes,Good
2,6,delay in paying off in the past,furniture/equipment,1050,1,1,4,male (single),none,1,life insurance,35,stores,own,2,highly qualified employee,1,"yes, registered under the customers name",yes,Good
3,6,critical account,education,1047,1,3,2,female (divorce),none,4,life insurance,50,none,own,1,unskilled - resident,1,none,yes,Good
4,24,critical account,car (used)0,6314,1,1,4,male (single),co-applicant,2,no property,27,bank,own,2,highly qualified employee,1,"yes, registered under the customers name",yes,Good
2,30,all credits at this bank paid back duly,furniture/equipment,3496,4,3,4,male (single),none,2,car or other,34,stores,own,1,skilled-employee,2,"yes, registered under the customers name",yes,Good
4,48,all credits at this bank paid back duly,business,3609,1,3,1,female (divorce),none,1,real estate,27,stores,own,1,skilled-employee,1,none,yes,Good
1,12,critical account,car (new),4843,1,5,3,male (single),co-applicant,4,life insurance,43,none,rent,2,skilled-employee,1,"yes, registered under the customers name",yes,Bad
3,30,critical account,radio/television,3017,1,5,4,male (single),none,4,life insurance,47,none,own,1,skilled-employee,1,none,yes,Good
4,24,critical account,business,4139,2,3,3,male (single),none,3,life insurance,27,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,Good
4,36,existing credits paid back duly till now,business,5742,2,4,2,male (single),none,2,car or other,31,none,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,60,existing credits paid back duly till now,car (new),10366,1,5,2,male (single),none,4,life insurance,42,none,own,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
4,6,critical account,car (new),2080,3,3,1,male (married),none,2,car or other,24,none,own,1,skilled-employee,1,none,yes,Good
4,21,delay in paying off in the past,business,2580,3,2,4,male (single),none,2,real estate,41,bank,own,1,unskilled - resident,2,none,yes,Bad
4,30,critical account,radio/television,4530,1,4,4,female (divorce),none,4,car or other,26,none,rent,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
4,24,critical account,furniture/equipment,5150,1,5,4,male (single),none,4,car or other,33,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
2,72,existing credits paid back duly till now,radio/television,5595,2,3,2,male (married),none,2,car or other,24,none,own,1,skilled-employee,1,none,yes,Bad
1,24,existing credits paid back duly till now,radio/television,2384,1,5,4,male (single),none,4,real estate,64,bank,rent,1,unskilled - resident,1,none,yes,Good
4,18,existing credits paid back duly till now,radio/television,1453,1,2,3,female (divorce),none,1,real estate,26,none,own,1,skilled-employee,1,none,yes,Good
4,6,existing credits paid back duly till now,education,1538,1,2,1,female (divorce),none,2,no property,56,none,own,1,skilled-employee,1,none,yes,Good
4,12,existing credits paid back duly till now,radio/television,2279,5,3,4,male (single),none,4,no property,37,none,for free,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,15,delay in paying off in the past,radio/television,1478,1,3,4,male (married),none,3,real estate,33,bank,own,2,skilled-employee,1,none,yes,Good
4,24,critical account,radio/television,5103,1,2,3,male (married),none,3,no property,47,none,for free,3,skilled-employee,1,"yes, registered under the customers name",yes,Good
2,36,delay in paying off in the past,business,9857,2,4,1,male (single),none,3,life insurance,31,none,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,Good
4,60,existing credits paid back duly till now,car (new),6527,5,3,4,male (single),none,4,no property,34,none,for free,1,skilled-employee,2,"yes, registered under the customers name",yes,Good
3,10,critical account,radio/television,1347,5,4,4,male (single),none,2,life insurance,27,none,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
2,36,delay in paying off in the past,car (new),2862,2,5,4,male (single),none,3,no property,30,none,for free,1,skilled-employee,1,none,yes,Good
4,9,existing credits paid back duly till now,radio/television,2753,2,5,3,male (single),co-applicant,4,car or other,35,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
1,12,existing credits paid back duly till now,car (new),3651,4,3,1,male (single),none,3,life insurance,31,none,own,1,skilled-employee,2,none,yes,Good
1,15,critical account,furniture/equipment,975,1,3,2,male (divorce),none,3,life insurance,25,none,own,2,skilled-employee,1,none,yes,Good
2,15,existing credits paid back duly till now,repairs,2631,2,3,3,female (divorce),none,2,real estate,25,none,own,1,unskilled - resident,1,none,yes,Good
2,24,existing credits paid back duly till now,radio/television,2896,2,2,2,male (single),none,1,car or other,29,none,own,1,skilled-employee,1,none,yes,Good
1,6,critical account,car (new),4716,5,2,1,male (single),none,3,real estate,44,none,own,2,unskilled - resident,2,none,yes,Good
4,24,existing credits paid back duly till now,radio/television,2284,1,4,4,male (single),none,2,car or other,28,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,6,existing credits paid back duly till now,car (used),1236,3,3,2,male (single),none,4,life insurance,50,none,rent,1,skilled-employee,1,none,yes,Good
2,12,existing credits paid back duly till now,radio/television,1103,1,4,4,male (single),guarator,3,real estate,29,none,own,2,skilled-employee,1,none,no,Good
4,12,critical account,car (new),926,1,1,1,female (divorce),none,2,life insurance,38,none,own,1,unskilled - non-resident,1,none,yes,Good
4,18,critical account,radio/television,1800,1,3,4,male (single),none,2,car or other,24,none,own,2,skilled-employee,1,none,yes,Good
3,15,existing credits paid back duly till now,education,1905,1,5,4,male (single),none,4,car or other,40,none,rent,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
4,12,existing credits paid back duly till now,furniture/equipment,1123,3,3,4,female (divorce),none,4,car or other,29,none,rent,1,unskilled - resident,1,none,yes,Bad
1,48,critical account,car (used),6331,1,5,4,male (single),none,4,no property,46,none,for free,2,skilled-employee,1,"yes, registered under the customers name",yes,Bad
3,24,existing credits paid back duly till now,radio/television,1377,2,5,4,female (divorce),none,2,no property,47,none,for free,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
2,30,delay in paying off in the past,business,2503,2,5,4,male (single),none,2,life insurance,41,stores,own,2,skilled-employee,1,none,yes,Good
2,27,existing credits paid back duly till now,business,2528,1,2,4,female (divorce),none,1,life insurance,32,none,own,1,skilled-employee,2,"yes, registered under the customers name",yes,Good
4,15,existing credits paid back duly till now,car (new),5324,3,5,1,female (divorce),none,4,no property,35,none,for free,1,skilled-employee,1,none,yes,Good
2,48,existing credits paid back duly till now,car (new),6560,2,4,3,male (single),none,2,life insurance,24,none,own,1,skilled-employee,1,none,yes,Bad
2,12,no credits taken/ all credits paid back duly,furniture/equipment,2969,1,2,4,female (divorce),none,3,life insurance,25,none,rent,2,skilled-employee,1,none,yes,Bad
2,9,existing credits paid back duly till now,radio/television,1206,1,5,4,female (divorce),none,4,real estate,25,none,own,1,skilled-employee,1,none,yes,Good
2,9,existing credits paid back duly till now,radio/television,2118,1,3,2,male (single),none,2,real estate,37,none,own,1,unskilled - resident,2,none,yes,Good
4,18,critical account,radio/television,629,3,5,4,male (single),none,3,life insurance,32,bank,own,2,highly qualified employee,1,"yes, registered under the customers name",yes,Good
1,6,all credits at this bank paid back duly,education,1198,1,5,4,female (divorce),none,4,no property,35,none,for free,1,skilled-employee,1,none,yes,Bad
4,21,existing credits paid back duly till now,car (used),2476,5,5,4,male (single),none,4,real estate,46,none,own,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
1,9,critical account,radio/television,1138,1,3,4,male (single),none,4,real estate,25,none,own,2,unskilled - resident,1,none,yes,Good
2,60,existing credits paid back duly till now,car (new),14027,1,4,4,male (single),none,2,no property,27,none,own,1,highly qualified employee,1,"yes, registered under the customers name",yes,Bad
4,30,critical account,car (used),7596,5,5,1,male (single),none,4,car or other,63,none,own,2,skilled-employee,1,none,yes,Good
4,30,critical account,radio/television,3077,5,5,3,male (single),none,2,car or other,40,none,own,2,skilled-employee,2,"yes, registered under the customers name",yes,Good
4,18,existing credits paid back duly till now,radio/television,1505,1,3,4,male (single),none,2,no property,32,none,for free,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
3,24,critical account,radio/television,3148,5,3,3,male (single),none,2,car or other,31,none,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
2,20,no credits taken/ all credits paid back duly,car (used),6148,2,5,3,male (married),none,4,car or other,31,bank,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
3,9,no credits taken/ all credits paid back duly,radio/television,1337,1,2,4,male (single),none,2,car or other,34,none,own,2,highly qualified employee,1,"yes, registered under the customers name",yes,Bad
2,6,all credits at this bank paid back duly,education,433,4,2,4,female (divorce),none,2,life insurance,24,bank,rent,1,skilled-employee,2,none,yes,Bad
1,12,existing credits paid back duly till now,car (new),1228,1,3,4,female (divorce),none,2,real estate,24,none,own,1,unskilled - resident,1,none,yes,Bad
2,9,existing credits paid back duly till now,radio/television,790,3,3,4,female (divorce),none,3,real estate,66,none,own,1,unskilled - resident,1,none,yes,Good
4,27,existing credits paid back duly till now,car (new),2570,1,3,3,female (divorce),none,3,real estate,21,none,rent,1,skilled-employee,1,none,yes,Bad
4,6,critical account,car (new),250,4,3,2,female (divorce),none,2,real estate,41,bank,own,2,unskilled - resident,1,none,yes,Good
4,15,critical account,radio/television,1316,3,3,2,male (married),none,2,life insurance,47,none,own,2,unskilled - resident,1,none,yes,Good
1,18,existing credits paid back duly till now,radio/television,1882,1,3,4,female (divorce),none,4,car or other,25,bank,rent,2,skilled-employee,1,none,yes,Bad
2,48,all credits at this bank paid back duly,business,6416,1,5,4,female (divorce),none,3,no property,59,none,rent,1,skilled-employee,1,none,yes,Bad
3,24,critical account,business,1275,4,3,2,male (divorce),none,4,real estate,36,none,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
2,24,delay in paying off in the past,radio/television,6403,1,2,1,male (single),none,2,car or other,33,none,own,1,skilled-employee,1,none,yes,Good
1,24,existing credits paid back duly till now,radio/television,1987,1,3,2,male (single),none,4,real estate,21,none,rent,1,unskilled - resident,2,none,yes,Bad
2,8,existing credits paid back duly till now,radio/television,760,1,4,4,female (divorce),guarator,2,real estate,44,none,own,1,unskilled - resident,1,none,yes,Good
4,24,existing credits paid back duly till now,car (used),2603,4,3,2,female (divorce),none,4,car or other,28,none,rent,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,4,critical account,car (new),3380,1,4,1,female (divorce),none,1,real estate,37,none,own,1,skilled-employee,2,none,yes,Good
2,36,all credits at this bank paid back duly,domestic appliances,3990,5,2,3,female (divorce),none,2,no property,29,bank,own,1,unskilled - non-resident,1,none,yes,Good
2,24,existing credits paid back duly till now,car (used),11560,1,3,1,female (divorce),none,4,car or other,23,none,rent,2,highly qualified employee,1,none,yes,Bad
1,18,existing credits paid back duly till now,car (new),4380,2,3,3,male (single),none,4,car or other,35,none,own,1,unskilled - resident,2,"yes, registered under the customers name",yes,Good
4,6,critical account,car (new),6761,1,4,1,male (single),none,3,no property,45,none,own,2,highly qualified employee,2,"yes, registered under the customers name",yes,Good
2,30,no credits taken/ all credits paid back duly,business,4280,2,3,4,female (divorce),none,4,car or other,26,none,rent,2,unskilled - resident,1,none,yes,Bad
1,24,all credits at this bank paid back duly,car (new),2325,2,4,2,male (single),none,3,car or other,32,bank,own,1,skilled-employee,1,none,yes,Good
2,10,all credits at this bank paid back duly,radio/television,1048,1,3,4,male (single),none,4,real estate,23,stores,own,1,unskilled - resident,1,none,yes,Good
4,21,existing credits paid back duly till now,radio/television,3160,5,5,4,male (single),none,3,life insurance,41,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
1,24,all credits at this bank paid back duly,furniture/equipment,2483,3,3,4,male (single),none,4,real estate,22,stores,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
1,39,critical account,furniture/equipment,14179,5,4,4,male (single),none,4,life insurance,30,none,own,2,highly qualified employee,1,"yes, registered under the customers name",yes,Good
1,13,critical account,business,1797,1,2,3,male (single),none,1,life insurance,28,bank,own,2,unskilled - resident,1,none,yes,Good
1,15,existing credits paid back duly till now,car (new),2511,1,1,1,female (divorce),none,4,car or other,23,none,rent,1,skilled-employee,1,none,yes,Good
1,12,existing credits paid back duly till now,car (new),1274,1,2,3,female (divorce),none,1,real estate,37,none,own,1,unskilled - resident,1,none,yes,Bad
4,21,existing credits paid back duly till now,car (used),5248,5,3,1,male (single),none,3,car or other,26,none,own,1,skilled-employee,1,none,yes,Good
4,15,existing credits paid back duly till now,car (used),3029,1,4,2,male (single),none,2,car or other,33,none,own,1,skilled-employee,1,none,yes,Good
1,6,existing credits paid back duly till now,furniture/equipment,428,1,5,2,female (divorce),none,1,life insurance,49,bank,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
1,18,existing credits paid back duly till now,car (new),976,1,2,1,female (divorce),none,2,car or other,23,none,own,1,unskilled - resident,1,none,yes,Bad
2,12,existing credits paid back duly till now,business,841,2,4,2,female (divorce),none,4,real estate,23,none,rent,1,unskilled - resident,1,none,yes,Good
4,30,critical account,radio/television,5771,1,4,4,female (divorce),none,2,car or other,25,none,own,2,skilled-employee,1,none,yes,Good
4,12,delay in paying off in the past,repairs,1555,4,5,4,male (single),none,4,no property,55,none,for free,2,skilled-employee,2,none,yes,Bad
1,24,existing credits paid back duly till now,car (new),1285,5,4,4,female (divorce),none,4,no property,32,none,rent,1,skilled-employee,1,none,yes,Bad
3,6,critical account,car (new),1299,1,3,1,male (single),none,1,real estate,74,none,own,3,unskilled - non-resident,2,none,no,Good
3,15,critical account,radio/television,1271,5,3,3,male (single),none,4,no property,39,none,for free,2,skilled-employee,1,"yes, registered under the customers name",yes,Bad
4,24,existing credits paid back duly till now,car (new),1393,1,3,2,male (single),guarator,2,real estate,31,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
1,12,critical account,car (new),691,1,5,4,male (single),none,3,life insurance,35,none,own,2,skilled-employee,1,none,yes,Bad
4,15,critical account,car (new),5045,5,5,1,female (divorce),none,4,car or other,59,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
1,18,critical account,furniture/equipment,2124,1,3,4,female (divorce),none,4,real estate,24,none,rent,2,skilled-employee,1,none,yes,Bad
1,12,existing credits paid back duly till now,radio/television,2214,1,3,4,male (single),none,3,life insurance,24,none,own,1,unskilled - resident,1,none,yes,Good
4,21,critical account,car (new),12680,5,5,4,male (single),none,4,no property,30,none,for free,1,highly qualified employee,1,"yes, registered under the customers name",yes,Bad
4,24,critical account,car (new),2463,2,4,4,male (married),none,3,life insurance,27,none,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
2,12,existing credits paid back duly till now,radio/television,1155,1,5,3,male (married),guarator,3,real estate,40,bank,own,2,unskilled - resident,1,none,yes,Good
1,30,existing credits paid back duly till now,furniture/equipment,3108,1,2,2,male (divorce),none,4,life insurance,31,none,own,1,unskilled - resident,1,none,yes,Bad
4,10,existing credits paid back duly till now,car (used),2901,5,2,1,female (divorce),none,4,real estate,31,none,rent,1,skilled-employee,1,none,yes,Good
2,12,critical account,furniture/equipment,3617,1,5,1,male (single),none,4,car or other,28,none,rent,3,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,12,critical account,radio/television,1655,1,5,2,male (single),none,4,real estate,63,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,Good
1,24,existing credits paid back duly till now,car (used),2812,5,5,2,female (divorce),none,4,real estate,26,none,rent,1,skilled-employee,1,none,yes,Good
1,36,critical account,education,8065,1,3,3,female (divorce),none,2,no property,25,none,own,2,highly qualified employee,1,"yes, registered under the customers name",yes,Bad
4,21,critical account,car (used),3275,1,5,1,male (single),none,4,car or other,36,none,own,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
4,24,critical account,radio/television,2223,2,5,4,male (single),none,4,life insurance,52,bank,own,2,skilled-employee,1,none,yes,Good
3,12,critical account,car (new),1480,3,1,2,male (single),none,4,no property,66,bank,for free,3,unskilled - non-resident,1,none,yes,Good
1,24,existing credits paid back duly till now,car (new),1371,5,3,4,female (divorce),none,4,real estate,25,none,rent,1,skilled-employee,1,none,yes,Bad
4,36,critical account,car (new),3535,1,4,4,male (single),none,4,car or other,37,none,own,2,skilled-employee,1,"yes, registered under the customers name",yes,Good
1,18,existing credits paid back duly till now,radio/television,3509,1,4,4,female (divorce),guarator,1,real estate,25,none,own,1,skilled-employee,1,none,yes,Good
4,36,critical account,car (used),5711,4,5,4,male (single),none,2,car or other,38,none,own,2,highly qualified employee,1,"yes, registered under the customers name",yes,Good
2,18,existing credits paid back duly till now,repairs,3872,1,1,2,female (divorce),none,4,car or other,67,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
2,39,critical account,radio/television,4933,1,4,2,male (single),guarator,2,real estate,25,none,own,2,skilled-employee,1,none,yes,Bad
4,24,critical account,car (new),1940,4,5,4,male (single),none,4,real estate,60,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
2,12,no credits taken/ all credits paid back duly,retraining,1410,1,3,2,male (single),none,2,real estate,31,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,Good
2,12,existing credits paid back duly till now,car (new),836,2,2,4,female (divorce),none,2,life insurance,23,bank,own,1,unskilled - resident,1,none,yes,Bad
2,20,existing credits paid back duly till now,car (used),6468,5,1,1,male (divorce),none,4,real estate,60,none,own,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
2,18,existing credits paid back duly till now,business,1941,4,3,4,male (single),none,2,life insurance,35,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,Good
